说话人,文本内容,source
陈青青,可是我连公交车都不会坐，,74
陈青青,我真是个路痴，,74
陈青青,我好笨。,74
许野,好了，不哭了啊，,74
许野,有我在呢，,74
许野,我先送你去酒店，,74
许野,好不好？,74
许野,带换洗的衣服了吗？,75
陈青青,嗯。,75
许野,那你赶紧洗个热水澡，,75
许野,今晚好好休息啊，,75
许野,好了，不哭了啊。,75
许野,有我在呢。,75
陈青青,可是他就开了一间房，,75
陈青青,今天不会也要住在这里吧。,75
许野,洗好了，过来，我帮你吹头，,75
许野,脸怎么这么红啊，,75
许野,是不是发烧了呀？,75
陈青青,水温太烫了。,75
许野,没发烧就行。,75
许野,你下次可不能再这样了。,75
许野,我今天上午出去办点事儿，,75
许野,你给我打电话的时候，,75
许野,我刚好回来，,75
许野,我要是没回来，,75
许野,我没办法，,75
许野,第一时间赶到你面前的。,75
陈青青,我知道了。,75
许野,怎么还光着脚呢？,75
许野,哎。,75
陈青青,你干什么？,75
陈青青,我答应过我妈的，,75
陈青青,现在还不行。,75
许野,给你穿袜子，,76
许野,怕你感冒了。,76
陈青青,我自己来。,76
许野,别动，我来。,76
陈青青,看什么呀？别看。,76
许野,这看两眼，还不让看了。,76
许野,我刚才差点没忍住，,76
许野,想亲一口。,76
陈青青,大色狼，你离我远点儿。,76
许野,那行，,76
许野,那我先回宿舍洗个澡，,76
许野,换身衣服，,76
许野,待会我给你送饭，,76
许野,顺便再给你拿一个卫衣。,76
许野,一会儿啊，,76
许野,我给你发消息，,76
许野,你再开门，,76
许野,陌生人敲门，,76
许野,千万别开。,76
陈青青,嗯，,76
陈青青,我知道了。,76
许野,待会儿要是冷的话，,76
许野,把空调的温度再提高一下。,76
陈青青,我知道了，,76
许野,我喜欢你。,76
陈青青,我知道啊。,76
许野,我可没开玩笑哦，,76
许野,那我先走了。,76
陈青青,我也有一点喜欢你，一点点。,76
npc,这女生谁啊？真漂亮。,76
npc,不知道啊，,76
npc,肯定不是我们学校的。这许野，不是和校花江薇在一起吗？,76
npc,不是，,76
npc,这家伙身边为什么都是美女啊？,76
陈青青,许野，,76
陈青青,你觉得我跟江薇谁更好看？,76
陈青青,许野，,77
陈青青,你觉得我跟江薇谁更好看呢？,77
许野,当然是你好看了，,77
许野,怎么，吃醋了？,77
陈青青,才没有吃醋呢，你把手放开。,77
许野,江薇和我是合伙人，,77
许野,我们一起做生意，,77
许野,平常走的比较近，,77
许野,所以大家难免会误会我们谈恋爱。,77
许野,今天刚好可以向大家证明一下，,77
许野,你才是我女朋友。,77
陈青青,我才不是你女朋友。,77
许野,知道了，知道了，,77
许野,我朋友都在办公室那边，带你去介绍认识一下。,77
许野,嗯。,77
npc,这许野还真是厉害，,77
npc,和这么多高校居然都有关系。,77
npc,按照这样的话，,77
npc,他将成为全国高校最大的无人售卖机之王。,77
npc,哎，,77
npc,伟哥，,77
npc,这许野他真有女朋友？,77
秦志伟,嗯。,77
npc,比江薇还好看？,77
秦志伟,差不多吧，,77
秦志伟,反正都很漂亮。,77
npc,我不信，江薇那样的美女，,77
npc,那已经很少见了，,77
npc,还哪有那么多美女，,77
npc,还跟许野也都有关系啊。,77
许野,各位，给大家介绍一下，,77
许野,这是我女朋友陈晶晶。,77
许野,这是我女朋友陈青青。,78
npc,欢迎欢迎欢迎欢迎欢迎欢迎。,78
杨飞,这小子上辈子积什么德了，,78
杨飞,还真有这么好看的女朋友。,78
陈青青,你们好。,78
许野,这是张信舟，李同文。笑最猥琐这一个，叫杨飞。,78
许野,秦志伟，伟哥，,78
许野,你也认识。江薇呢？,78
许野,她去哪儿了？,78
张信舟,他刚才有事出去了，,78
张信舟,不知道去哪了。,78
许野,那我也出去一趟。,78
江薇,你说有关于许野的事情是什么情况啊？,78
顾梦瑶,我是许野的前女友，,78
江薇,嗯。,78
顾梦瑶,他其实就是一个彻头彻尾的渣男，,78
顾梦瑶,他脚踏两只船，,78
顾梦瑶,我和他的关系都还没结束，,78
顾梦瑶,他就找到了新的女朋友。,78
江薇,然后呢？,78
顾梦瑶,我知道你在和他谈恋爱，,78
顾梦瑶,但他现在还有别的女朋友，,78
顾梦瑶,而且他们现在就在学校里面。,78
江薇,所以呢？,78
顾梦瑶,你这怎么忍得下去，,78
顾梦瑶,你可是校花呀，,78
顾梦瑶,他都脚踏两只船了。,78
江薇,那我应该怎么做啊？,78
顾梦瑶,我知道他在哪，,78
顾梦瑶,我带你去捉奸，,78
顾梦瑶,我要让所有人都知道，,78
顾梦瑶,他其实就是一个渣男。,78
许野,怎么样？,79
许野,现在安心了吧。,79
陈青青,安心什么，跟我又没关系。,79
许野,你是我女朋友，,79
许野,怎么跟你没关系了。,79
陈青青,我还没有答应你呢。,79
npc,你看那，快看快看快看快看，,79
npc,这也太浪漫了吧。,79
许野,陈青青，,79
许野,我喜欢你，做我女朋友吧。,79
npc,好漂亮的女生啊，,79
npc,她是我们学校的吗？,79
npc,在一起，在一起，,79
npc,在一起，,79
npc,在一起，在一起，在一起，在一起，在一起，在一起。,79
许野,你这是答应了？,79
陈青青,起来再说。,79
许野,你先回答我答不答应。,79
陈青青,我答应你，起来起来。,79
许野,这可是你说的，你不许反悔啊。,79
陈青青,就知道欺负我。,79
陈青青,我什么时候欺负你了。,79
顾梦瑶,许野，,79
顾梦瑶,你就是个渣男，,79
顾梦瑶,脚踏两只船。,79
许野,顾梦瑶、,79
许野,江薇。,79
顾梦瑶,陈青青，,79
顾梦瑶,你别相信他，,79
顾梦瑶,他就是个渣男。,79
顾梦瑶,他跟你在一起的时候和我都还没有分开呢。,79
顾梦瑶,大家赶紧过来看啊，,79
顾梦瑶,这个人玩弄别人的感情，,79
顾梦瑶,脚踏两只船，,79
顾梦瑶,简直就是个人渣。,79
许野,顾梦瑶，,80
许野,你疯了吧，,80
许野,咱们什么时候在一起过。,80
顾梦瑶,你之前一直追求我，,80
顾梦瑶,我也没有拒绝，谁让你去追别的女生的？,80
顾梦瑶,再说了，,80
顾梦瑶,你都跟你们学校的校花在一起了，,80
顾梦瑶,居然还去跟音乐学校的校花在一起？,80
顾梦瑶,这不是脚踏两只船是什么？,80
顾梦瑶,大家赶紧曝光。,80
npc,还有这种瓜啊，,80
npc,这不是许野吗？,80
npc,那个水果店的老板，,80
npc,可是风云人物呢。,80
npc,果然啊男人有钱就变坏。,80
顾梦瑶,你现在看清楚他的为人了吧，,80
顾梦瑶,他根本就是有女朋友的。,80
江薇,我一直都知道他有女朋友，,80
江薇,但是他有女朋友跟他的为人有什么关系啊？,80
顾梦瑶,你是他女朋友啊，,80
顾梦瑶,他出轨了。,80
江薇,谁跟你说我是他女朋友的？,80
顾梦瑶,你不是他女朋友啊？,80
江薇,你就是许野的女朋友吧，,80
江薇,一直听许野提起过你，,80
江薇,只是你这么漂亮，,80
江薇,怎么会看上这么丑的人啊？,80
顾梦瑶,嗯，,80
顾梦瑶,耍我？,80
陈青青,我也听许野说起过你。,80
许野,江薇，别以为你是我的合作伙伴就可以,80
许野,胡乱说话。,80
npc,江大校花没跟许野在一起？,80
npc,不是，到底谁说他们在一起的？,80
npc,对啊，,80
npc,他们在校园内从来没有亲密动作的。,80
npc,我一直以为大家磕 CP 呢。那，这个人是谁啊？,80
npc,她是我们学校的吗？,80
江薇,你不是我们学校的吧，,81
江薇,混入我们学校，,81
江薇,就是为了栽赃陷害别人吗？,81
npc,对啊，,81
npc,这到底怎么回事啊，,81
npc,我差点被他骗了。,81
npc,我就说我就说许野肯定不会做出那样的事。,81
npc,对，,81
npc,当时有很多人都追他，,81
npc,他连微信都改成了。,81
npc,已有女友。,81
npc,我朋友就是许野班的，,81
npc,他对许野可是赞不绝口。,81
顾梦瑶,我本来就没有胡说，,81
顾梦瑶,你当初一直都在追求我，,81
顾梦瑶,结果后来突然就有女朋友了，,81
顾梦瑶,这不是出轨是什么呀？,81
江薇,别人一直追求你，,81
江薇,你却吊着他，,81
江薇,他连放弃追求你的权利都没有吗？,81
江薇,你看上的都是什么货色呀，之前。,81
许野,还能因为什么呀，眼瞎了呗。,81
顾梦瑶,哎呀，,81
顾梦瑶,许野，,81
顾梦瑶,我知道错了，,81
顾梦瑶,我知道你还是爱着我的。,81
顾梦瑶,你当初追了我三年，,81
顾梦瑶,你现在肯定也还是爱着我的，,81
顾梦瑶,我们重新开始好不好？,81
顾梦瑶,你让我做什么，,81
顾梦瑶,我就去做什么，,81
顾梦瑶,我什么都听你的。,81
许野,我让你做什么，,81
许野,你就做什么？,81
顾梦瑶,嗯。,81
许野,那现在就请你从这里离开，,81
许野,永远消失在我的视线范围之内。,81
顾梦瑶,我不相信，我不相信你现在对我一点儿感觉都没有。,82
许野,我许野只爱陈青青一个，,82
许野,以前是，现在是，以后也是。,82
npc,我算是看明白了，,82
npc,这个女人先前一直吊着许野，,82
npc,现在许野混好了，,82
npc,又反过来追许野，,82
npc,脸皮这么厚，,82
npc,现在知道死缠烂打了，,82
npc,还捕风捉影，,82
npc,栽赃陷害。,82
顾梦瑶,你们都给我闭嘴，,82
顾梦瑶,你们都知道什么呀，,82
顾梦瑶,跟你们有什么关系啊？,82
顾梦瑶,许野，,82
顾梦瑶,你有什么了不起的，,82
顾梦瑶,不就是开了个破水果店吗？,82
顾梦瑶,追我的人那么多，,82
顾梦瑶,我肯定能找到比你更高的，,82
江薇,就凭你？,82
江薇,许野现在可是信野商贸集团的董事长，,82
江薇,旗下的无人售货机遍布四十多所高校，,82
江薇,每个月的收益都有数百万。,82
npc,每个月收益数百万？,82
顾梦瑶,数百万？,82
npc,这也太多了吧。,82
许野,江薇，,82
许野,虽然咱们是朋友，,82
许野,但你下次说话注意点，,82
许野,你把我的台词都说了，,82
许野,我说什么呀？,82
许野,是吧。,82
npc,您好，,82
npc,我们是市里新闻局的，,82
npc,您是信野商贸集团的董事长许野吗？,82
许野,是我。,82
npc,太好了，,83
npc,终于找到您了。,83
npc,市里想要给您做一个访谈，,83
npc,到时候参选全国十大杰出青年，,83
npc,您今天有时间配合,83
npc,我们做一下访谈吗？,83
陈青青,你要不……,83
许野,改天吧，,83
许野,今天我要陪我女朋友。,83
许野,这是我的名片，,83
许野,明天可以到我办公室来找我。,83
npc,好的，,83
npc,那我们明天见。,83
npc,这可是全国十大杰出青年啊，,83
npc,这也太厉害了吧。,83
npc,他的未来前途无量，,83
npc,事业爱情双丰收，,83
npc,真羡慕啊。,83
许野,我知道一个特别好玩的地方，,83
许野,我带你去。,83
顾梦瑶,月收入数百万，,83
顾梦瑶,全国十大几出青年，,83
顾梦瑶,凭什么他离开我之后能过得这么好。,83
顾梦瑶,明明一年多以前，,83
顾梦瑶,他只是我身边的一个舔狗，,83
顾梦瑶,一个备胎。,83
npc,老许，,84
npc,你可真厉害啊，,84
npc,你家许野都那么厉害了，,84
npc,你还一声不响呢。,84
许向东,领导。,84
npc,向东啊，我一直觉得你挺有能力的，,84
npc,像你这样有能力的人，,84
npc,我一向是很看重的。,84
许向东,是，是，谢谢领导，,84
许向东,我一定会好好努力的。,84
npc,下班别着急走，,84
npc,有个饭局，,84
npc,记得跟我参加一下。,84
许向东,好的，,84
许向东,领导。,84
许向东,你赶紧给我好好说，,84
许向东,到底怎么回事啊？,84
npc,你还不知道？来，,84
npc,你自己看。,84
许向东,全国十大杰出青年。,84
许向东,许野？,84
许向东,哎呀，,84
许向东,真是我儿子啊。,84
npc,对呀。,84
许向东,我得跟他妈说一声。,84
许向东,哎，,84
许向东,老婆，,84
许向东,咱儿子上新闻了！,84
陈寒松,一个毫无背景的普通人，,84
陈寒松,居然能够在大一的时候成为全国十大杰出青年。美琳啊，,84
陈寒松,你知道许野现在是全国十大杰出青年吗？,84
江美琳,我管他是不是全国十大杰出青年，,84
江美琳,我只知道我的女儿喜欢她。,84
许野,喂，,84
许野,江阿姨。,84
江美琳,小许啊，这次寒假回来，,84
江美琳,咱们两家见一下吧，,84
江美琳,你跟青青都谈这么久了，,84
江美琳,双方父母也该见面了，你觉得呢？,84
许野,妈，都听您的。,84
陈青青,什么妈，别乱叫。,84
陈青青,这是我妈不是你妈。,84
许野,都一样，都一样嘛。,84
许野,这马上就要见公婆了，,84
许野,怎么样，紧张吗？,84
陈青青,我才不紧张呢。,84
许野,真的吗？,84
许野,我早就把你的照片发给我妈了。,84
陈青青,那，那他们怎么说？,84
许野,你猜。,84
陈青青,许野。,84
许野,放心吧，我爸妈他们都很喜欢你的。,84
陈青青,真的？,84
许野,当然是真的。,84
许野,妈，爸，,85
许野,我把您未来儿媳妇领回来了啊。,85
张虹,哎呦。,85
陈青青,阿姨好，,85
陈青青,叔叔好。,85
张虹,哎，好。,85
许向东,你好，你好。,85
张虹,哎哟，这姑娘长得比照片上还漂亮。,85
张虹,你长得这么漂亮，,85
张虹,怎么看上我儿子了？,85
许野,哎，,85
许野,妈，,85
许野,我怎么了呀？,85
许野,我好歹也是全国十大杰出青年，,85
许野,那外面的人，,85
许野,都喊我许总呢。,85
张虹,你在外面是你的许总，在家里，,85
张虹,你也是许总啊？,85
许野,开玩笑，开玩笑，,85
许野,那在家里我不还是您儿子吗？,85
张虹,哎，,85
张虹,姑娘，,85
张虹,你父母怎么没一起来呢？,85
许野,陈叔叔和江阿姨一会儿就到。,85
张虹,没事儿，没事儿的，,85
张虹,主要是我和老许啊，,85
张虹,急着见儿媳妇呢。来早了，,85
张虹,来早了。,85
陈寒松,你这次特地跑回来，,86
陈寒松,就是为了给我看这账号啊？,86
许野,你可还记得咱们的赌注吗？,86
许野,现在你可欠我一个条件。,86
陈寒松,我不是答应你跟青青在一起了，,86
陈寒松,再也不干涉你们的恋爱。,86
陈寒松,但我警告你啊，,86
陈寒松,你要是对青青不好，,86
陈寒松,我绝不会轻易放过你。,86
许野,青青是跟江阿姨的，,86
许野,而江阿姨一直都支持我们在一起，,86
许野,你反对也没用。,86
陈寒松,你。那你说，什么条件？,86
许野,我要你和江阿姨复婚。,86
陈寒松,复婚？,86
许野,我知道你和江阿姨还是有感情的，,86
许野,你们各自离婚之后都没有再找，,86
许野,肯定是有复婚的想法。,86
陈寒松,我是有复婚的想法，,86
陈寒松,但是美琳她根本不会答应。,86
许野,不去做你怎么能知道呢？,86
许野,我给你写了一本恋爱秘籍，,86
许野,你接下来就按照上面的去做。,86
陈寒松,带着玫瑰花死缠烂打？,86
许野,陈叔叔，江阿姨，这是我爸妈。,86
陈寒松,你们好啊，,86
陈寒松,感谢你们生了一个这么优秀的儿子。,86
张虹,哪里呀？,86
张虹,是你们呀，养了一个好女儿。,86
张虹,我这都担心我儿子配不上你们家姑娘呢。,86
江美琳,怎么会呢？,86
陈寒松,我女儿青青的眼光啊确实不错，,86
陈寒松,就跟她妈一样，,86
陈寒松,确实错不了。,86
陈寒松,以后有空啊，,87
陈寒松,多聚聚。,87
许向东,一定一定。,87
陈寒松,那我们就先走了。,87
许向东,行，,87
许向东,有时间咱们再聚。,87
陈寒松,好。,87
江美琳,再见。,87
陈青青,叔叔再见，,87
陈青青,阿姨再见。,87
许向东,儿子，,87
许向东,这你这老丈人到底是干什么的，,87
许向东,那车可不便宜呢。,87
张虹,是啊。,87
许野,我不是说了吗？,87
许野,她爸是银行行长，,87
许野,她妈呢，是一家上市公司的总裁。,87
许向东,你，,87
许向东,你说的是真的呀？,87
张虹,哎呀，,87
张虹,儿子，咱们这个家庭身份，,87
张虹,呃，,87
张虹,这以后，哎呀，,87
张虹,你别被他们欺负了。,87
许野,咱家怎么了？,87
张虹,哎呦，,87
张虹,这。,87
许野,请允许我重新介绍，,87
许野,现在站在你们面前的，,87
许野,是全国十大杰出青年、信野商贸集团创始人兼董事长，许野。,87
许向东,哎呀，,87
许向东,儿子，,87
许向东,别说这车是你的啊，,87
许向东,回头借我开开。,87
许野,嗯，,87
许野,这车，可不是我的。,87
许野,这是我用您的身份信息，给您买的。,87
许野,这车是您的。,87
许向东,给我买的啊？,87
许向东,我的车？,87
张虹,老许。,87
许野,来吧，老许，许夫人。,87
许野,您请。,87
许向东,小许子，可以啊。,87
许野,哎。,87
陈寒松,青青啊，,88
陈寒松,我跟你妈考虑了一下，,88
陈寒松,已经复婚了。,88
江美琳,对，,88
江美琳,我们复婚了，,88
江美琳,我和你爸本来就还有感情，,88
江美琳,看他认错态度不错，,88
江美琳,就再给他一次机会。,88
陈青青,嗯。,88
张虹,哈哈哈就是呀，,88
张虹,太好了。,88
张虹,你看。,88
张虹,快快快，倒计时了。,88
所有人,五、四、三、二、一。新年快乐！,88
陈寒松,这是咱们两家人呢，第一次在一起过年，,88
陈寒松,我希望每一年啊咱们两家都能够和和睦睦地一起度过。,88
江美琳,好。,88
许野,爸，这有点你说错了，,88
许野,咱们现在已经是一家人了。,88
陈寒松,对对对，,88
陈寒松,咱们呀现在是一家人。,88
江美琳,对，一家人。,88
陈寒松,祝咱们一家人，越来越好。,88
所有人,越来越好。,88
所有人,红红火火，新年快乐。,88
陈青青,小心。笨猪，怎么喝这么多？,88
陈青青,笨猪，有你真好。,88
陈青青,我们要永远永远在一起。,88
许野,我们当然会永远在一起。,88
