原始行号,说话人,文本内容,source,BERTopic主题ID_Erlangshen,事件ID_Hybrid_V5,是否为新事件开始_Hybrid_V5
1446,陈青青,你就是最大的坏人。,43,0,186,FALSE
1447,陈青青,你饿不饿，,43,-1,186,FALSE
1448,陈青青,我请你去吃饭。,43,-1,186,FALSE
1449,许野,饿。但我不想吃饭。,43,1,186,FALSE
1450,陈青青,那你想吃什么？,43,0,186,FALSE
1451,许野,我想吃你呀，,43,0,186,FALSE
1452,陈青青,许野,43,6,186,FALSE
1453,许野,开个玩笑嘛，,43,0,187,TRUE
1454,许野,我下午一忙完，,43,0,187,FALSE
1455,许野,我就过来了。,43,0,187,FALSE
1456,许野,我肚子现在已经饿得咕咕叫了，,43,-1,187,FALSE
1457,许野,你必须得请我吃顿好的。,43,-1,187,FALSE
1458,许野,嗯。,43,7,187,FALSE
1459,陈青青,那我把这个放到宿舍，,43,1,187,FALSE
1460,陈青青,然后一起和章若蔚她们去食堂吃饭啊。,43,1,187,FALSE
1461,陈青青,笨猪,44,6,187,FALSE
1462,江美琳,小许，吃饭了吗？,44,0,188,TRUE
1463,陈青青,好了，吃饭了。,44,-1,188,FALSE
1464,许野,在吃呢。,44,1,188,FALSE
1465,江美琳,哟小许去找青青了。,44,-1,189,TRUE
1466,江美琳,那他学校不是离得很远吗？,44,-1,189,FALSE
1467,江美琳,那晚上怎么办？,44,0,189,FALSE
1468,江美琳,你学校不是离得很远吗？,44,-1,189,FALSE
1469,江美琳,晚上怎么办？,44,0,189,FALSE
1470,许野,在附近找个酒店，,44,0,189,FALSE
1471,江美琳,嗯，,44,0,190,TRUE
1472,江美琳,嗯？,44,0,190,FALSE
1473,许野,阿姨，您这是？,44,-1,190,FALSE
1474,江美琳,住个好一点的酒店，但是你们出去玩儿，,44,0,190,FALSE
1475,江美琳,不要让青青太晚回学校哦。,44,0,190,FALSE
1476,陈青青,你在跟谁聊天呢？,44,0,190,FALSE
1477,陈青青,笑得这么开心。,44,0,190,FALSE
1478,许野,跟我妈聊天呢。,44,0,191,TRUE
1479,章若蔚,哎，,45,0,191,FALSE
1480,章若蔚,许野，,45,0,191,FALSE
1481,章若蔚,你明天不是要跟青青一起出去玩吗，,45,0,191,FALSE
1482,章若蔚,那你今天晚上住哪？,45,0,191,FALSE
1483,许野,在我附近找个酒店呗，,45,-1,191,FALSE
1484,章若蔚,你那么抠门还舍得花钱住酒店。,45,0,192,TRUE
1485,许野,哎，,45,0,192,FALSE
1486,许野,抠门，,45,0,192,FALSE
1487,许野,那是对我自己，,45,0,192,FALSE
1488,许野,我对青青从来没抠过。,45,0,192,FALSE
1489,许野,嗯？,45,3,192,FALSE
1490,许野,你给我转账干嘛，,45,0,192,FALSE
1491,陈青青,住个好点的酒店。,45,0,192,FALSE
1492,许野,好嘞,45,0,192,FALSE
1493,许野,还真是亲母女啊，,45,0,192,FALSE
1494,许野,发红包的金额都是一模一样。,45,0,192,FALSE
1495,陈俊峰,陈青青，,45,0,192,FALSE
1496,刘倩,你怎么来了？,45,0,192,FALSE
1497,陈俊峰,这位是我怎么从来没有见过？,45,-1,192,FALSE
1498,刘倩,许野，青青男朋友，,45,-1,192,FALSE
1499,刘倩,我们同班同学哦，,45,-1,192,FALSE
1500,陈俊峰,许野是吧？,45,-1,193,TRUE
1501,陈俊峰,你和陈青青谈了很久。,45,1,193,FALSE
1502,许野,对，,45,4,193,FALSE
1503,陈俊峰,那你们这算是早恋呢？,45,0,193,FALSE
1504,许野,还行吧，,45,0,194,TRUE
1505,许野,这，我们双方父母都挺开明，,45,0,194,FALSE
1506,许野,青青妈妈也挺支持我们在一起的。,45,0,194,FALSE
1507,陈俊峰,你这是说笑呢？,45,-1,194,FALSE
1508,陈俊峰,你这是说笑的吧，,46,-1,194,FALSE
1509,许野,没跟你开玩笑啊。,46,-1,195,TRUE
1510,许野,刚才青青妈妈还以为我没钱住酒店呢，,46,0,195,FALSE
1511,许野,还给我转账呢。,46,0,195,FALSE
1512,陈青青,我去，,46,0,195,FALSE
1513,陈青青,原来刚刚是在跟我妈聊天，,46,0,195,FALSE
1514,陈青青,那你为什么收了我妈的钱还收我的钱，,46,0,195,FALSE
1515,许野,你的不就是我的钱吗,46,0,195,FALSE
1516,陈俊峰,不是我说咱们大家都算是成年人了，,46,-1,196,TRUE
1517,陈俊峰,大学生应该勤工俭学，,46,-1,196,FALSE
1518,陈俊峰,怎么还能往家里要钱？,46,-1,196,FALSE
1519,陈俊峰,你看我从来就不往家里要钱，,46,0,196,FALSE
1520,陈俊峰,我看你这家境挺普通的，,46,0,196,FALSE
1521,陈俊峰,不像我我爸开了一家公司，,46,0,196,FALSE
1522,陈俊峰,每个月都要给我十万八万的零花钱，,46,0,196,FALSE
1523,陈俊峰,我不要都不行，,46,0,196,FALSE
1524,支付宝,支付宝到账二十三元。,46,-1,196,FALSE
1525,陈俊峰,不过我还是挺羡慕你这种普通家庭的。,46,0,196,FALSE
1526,支付宝,支付宝到账十八元。,46,-1,197,TRUE
1527,支付宝,支付宝到账二十一点五元。,46,1,197,FALSE
1528,支付宝,支付宝到账十一元。,46,-1,197,FALSE
1529,支付宝,支付宝到账。,46,-1,197,FALSE
1530,许野,那个不好意思啊，,46,0,198,TRUE
1531,许野,这不是上大学了吗？,46,0,198,FALSE
1532,许野,不好再向家里要钱了，,46,0,198,FALSE
1533,许野,所以呢我自己创了个业，,46,0,198,FALSE
1534,许野,在大学校内开了个水果店，,46,0,198,FALSE
1535,许野,这个时候呢比较忙，,46,0,198,FALSE
1536,许野,没事儿，,46,0,198,FALSE
1537,许野,你继续嘛,46,0,198,FALSE
1538,支付宝,支付宝到账二十五元，,46,0,198,FALSE
1539,支付宝,支付宝到账十四点五元，,46,0,198,FALSE
1540,支付宝,支付宝到账二十六元，,46,0,198,FALSE
1541,支付宝,支付宝到账十一元，,46,0,198,FALSE
1542,支付宝,支付宝到账十八元，,46,0,198,FALSE
1543,陈俊峰,你，我吃饱了，,46,1,198,FALSE
1544,陈俊峰,我们走！我这刚吃几口。,46,1,198,FALSE
1545,刘倩,哈哈哈许野，,47,-1,199,TRUE
1546,刘倩,你也太损了吧，,47,-1,199,FALSE
1547,刘倩,李俊峰的脸都绿了。,47,-1,199,FALSE
1548,刘倩,不过话说你那个水果店生意真那么好？,47,-1,199,FALSE
1549,许野,水果店生意还行吧，,47,0,199,FALSE
1550,许野,水果店赚的钱都投入股市，,47,0,199,FALSE
1551,许野,现在股票账户的钱已经快要破千万了，,47,0,199,FALSE
1552,许野,接下来步伐可以更大一些了。,47,0,199,FALSE
1553,刘倩,就是为难你了，,47,0,199,FALSE
1554,刘倩,又要创业，,47,0,199,FALSE
1555,刘倩,又要两头跑，,47,0,199,FALSE
1556,刘倩,这一趟地铁坐下来得两个小时吧？,47,0,199,FALSE
1557,陈青青,要不之后我去找你吧，,47,-1,199,FALSE
1558,许野,没事儿，,47,1,200,TRUE
1559,许野,不辛苦啊。,47,1,200,FALSE
1560,许野,再说了，,47,0,200,FALSE
1561,许野,我现在就想赶紧挣钱，,47,0,200,FALSE
1562,许野,然后让你爸早点同意，,47,0,200,FALSE
1563,许野,咱们在一起，,47,0,200,FALSE
1564,陈青青,我们在一起，,47,1,200,FALSE
1565,陈青青,又不需要我爸同意。,47,1,200,FALSE
1566,许野,我先回去了。,47,-1,200,FALSE
1567,陈青青,嗯，,47,4,200,FALSE
1568,许野,拜拜,47,3,200,FALSE
1569,刘倩,走啦，还看,47,0,200,FALSE
1570,陈青青,你上次说许野如果开车的话，,47,0,200,FALSE
1571,陈青青,他路上只需要用四十分钟，,47,0,200,FALSE
1572,陈青青,真的假的？,47,0,200,FALSE
1573,刘倩,不堵车的话是这样。,47,0,200,FALSE
1574,陈青青,那如果买一辆车的需要多少钱？,47,0,201,TRUE
1575,陈青青,好一点的，,47,0,201,FALSE
1576,刘倩,普通的话也就二三十万，,47,0,202,TRUE
1577,刘倩,上百万的话就是豪车了。,47,0,202,FALSE
1578,刘倩,你问这干什么？,47,0,202,FALSE
1579,陈青青,没什么。,47,1,202,FALSE
1580,江美琳,青青，小许。,48,0,202,FALSE
1581,陈青青,妈,48,3,202,FALSE
1582,许野,阿姨好。,48,-1,202,FALSE
1583,江美琳,放国庆了，,48,0,203,TRUE
1584,江美琳,这次又麻烦你护送青青回来了，,48,0,203,FALSE
1585,江美琳,我现在去买菜，,48,0,203,FALSE
1586,江美琳,留在家里吃饭吧。,48,0,203,FALSE
1587,许野,阿姨，,48,-1,203,FALSE
1588,许野,我先回家，,48,-1,203,FALSE
1589,许野,见见我爸妈吧，,48,-1,203,FALSE
1590,江美琳,也好，,48,-1,204,TRUE
1591,江美琳,放了假，,48,-1,204,FALSE
1592,江美琳,肯定要先回家。,48,-1,204,FALSE
1593,江美琳,这样吧，,48,0,204,FALSE
1594,江美琳,我安排司机送你，,48,0,204,FALSE
1595,江美琳,为了感谢你送青青回来，,48,0,204,FALSE
1596,江美琳,一会儿来家里吃饭。,48,0,204,FALSE
1597,许野,好嘞呃，,48,1,204,FALSE
1598,许野,咱一会儿见。,48,1,204,FALSE
1599,张虹,这玉米挺新鲜的，,48,-1,205,TRUE
1600,张虹,给儿子煲汤。,48,-1,205,FALSE
1601,张虹,看什么呢？,48,2,205,FALSE
1602,张虹,赶快回家，,48,-1,205,FALSE
1603,张虹,儿子马上就回来了，,48,-1,205,FALSE
1604,许向东,不是我怎么看见咱儿子好像在那个车上呢？,48,-1,205,FALSE
1605,张虹,哦哟,48,0,205,FALSE
1606,张虹,那可是豪车啊，,48,0,205,FALSE
1607,张虹,咱儿子怎么会在那个车上呃，,48,0,205,FALSE
1608,许向东,也是不过看着挺好看，,48,0,205,FALSE
1609,许野,谢谢啊。,48,1,205,FALSE
1610,许野,妈妈，,49,1,205,FALSE
1611,许野,哎，,49,1,205,FALSE
1612,许野,我回来了，,49,1,205,FALSE
1613,许野,哎呀，,49,1,205,FALSE
1614,许野,给我吧，,49,1,205,FALSE
1615,张虹,儿子啊，,49,-1,206,TRUE
1616,张虹,你怎么回来的这么快。,49,-1,206,FALSE
1617,许野,那当然了，,49,0,206,FALSE
1618,许野,我可是坐劳斯莱斯回来的，,49,0,206,FALSE
1619,许向东,你吹吧，,49,0,206,FALSE
1620,许向东,你以为我不知道劳斯莱斯啊，,49,0,206,FALSE
1621,许向东,那可是几百万的豪车呢，,49,0,206,FALSE
1622,许向东,你说你坐三蹦子，,49,0,206,FALSE
1623,许向东,我还信。,49,0,206,FALSE
1624,张虹,好好跟儿子说话，,49,-1,207,TRUE
1625,张虹,走，我们回家。,49,-1,207,FALSE
1626,许野,好嘞妈,49,-1,207,FALSE
1627,许野,来老许啊，,49,-1,207,FALSE
1628,许野,你能不能相信一位班长说的话呀，,49,-1,207,FALSE
1629,许向东,班长嗯，,49,0,207,FALSE
1630,许向东,什么班长？,49,0,207,FALSE
1631,许野,我呀。,49,2,207,FALSE
1632,许向东,你大学当班长了，,49,0,207,FALSE
1633,许野,嗯！,49,3,207,FALSE
1634,许向东,净给我胡扯，,49,0,208,TRUE
1635,许向东,你什么样，,49,0,208,FALSE
1636,许向东,老子一清二楚，,49,0,208,FALSE
1637,许向东,你能弄上班长。,49,0,208,FALSE
1638,许野,哼不信你看。,49,0,208,FALSE
1639,张虹,老许，你看还真是啊，,49,0,208,FALSE
1640,许向东,你怎么当上的，,49,1,208,FALSE
1641,许向东,我也不知道啊，,49,1,208,FALSE
1642,许向东,这班长是大家投票选举的，,49,1,208,FALSE
1643,许向东,大家都投给我，,49,1,208,FALSE
1644,许向东,这不想当也得当啊。,49,1,208,FALSE
1645,张虹,哎儿子这新手机哪里来的呀？,49,-1,208,FALSE
1646,许野,女朋友送的。,49,0,208,FALSE
1647,张虹,女朋友？,49,0,208,FALSE
1648,许野,妈，,50,-1,208,FALSE
1649,许野,你俩这么严肃，,50,-1,208,FALSE
1650,许野,干嘛呀？,50,-1,208,FALSE
1651,张虹,才上大学，,50,0,208,FALSE
1652,张虹,没几天你就谈了女朋友，还哄着人家女孩子给你买手机，,50,0,208,FALSE
1653,张虹,我们老许家就没出过这种流氓。,50,0,208,FALSE
1654,许野,怎么可能我爸总跟我说，,50,0,208,FALSE
1655,许野,他年轻的时候，,50,0,208,FALSE
1656,许野,那三封情书就把你给拿下了，,50,0,208,FALSE
1657,许向东,你放你妈的狗屁。,50,-1,209,TRUE
1658,许向东,我什么时候跟你说过这话说？,50,0,209,FALSE
1659,许向东,说你的事儿呢，别打岔。,50,0,209,FALSE
1660,许野,我们俩是正经恋爱。,50,0,210,TRUE
1661,张虹,儿子，女朋友叫什么名字？,50,0,210,FALSE
1662,许野,陈青青。,50,0,210,FALSE
1663,张虹,她家里是做什么的？,50,0,210,FALSE
1664,许野,他爸是银行行长，,50,0,211,TRUE
1665,许野,他妈是上市公司的总裁。,50,0,211,FALSE
1666,许向东,你净给老子胡扯你。你要是能让银行行长的女儿给你当女朋友，,50,-1,211,FALSE
1667,许向东,以后你别叫我爹，,50,-1,211,FALSE
1668,许向东,我叫你爹。,50,-1,211,FALSE
1669,许野,哎爸这玩笑个不准开啊。,50,0,211,FALSE
1670,张虹,少嬉皮笑脸了，,50,-1,212,TRUE
1671,张虹,快把照片发给妈。,50,-1,212,FALSE
1672,许野,行，发过去了啊。,50,1,212,FALSE
1673,张虹,哎儿子这女孩真漂亮啊，,50,0,212,FALSE
1674,许野,那是！,50,2,212,FALSE
1675,张虹,她怎么能看上你呢？,50,0,213,TRUE
1676,许野,妈，,50,0,213,FALSE
1677,许野,你说什么呢？,50,0,213,FALSE
1678,张虹,儿子快快快再给妈发几张。,50,0,214,TRUE
1679,许野,行行行，,50,1,214,FALSE
1680,许野,给你两张，,50,1,214,FALSE
1681,许野,看看得了，,50,1,214,FALSE
1682,许野,你千万别发给别人啊，,50,1,214,FALSE
1683,许野,青青知道了，,50,1,214,FALSE
1684,许野,肯定会不高兴的啊。,50,1,214,FALSE
1685,张虹,好的好的，,50,-1,214,FALSE
1686,许野,行了，,50,-1,215,TRUE
1687,许野,没什么事儿，,50,-1,215,FALSE
1688,许野,我先走了，,50,-1,215,FALSE
1689,许野,青青妈喊我吃饭呢。,50,-1,215,FALSE
1690,张虹,啊啊哦，去吧,50,0,215,FALSE
1691,江美琳,小许。,51,0,215,FALSE
1692,许野,阿姨好。,51,-1,215,FALSE
1693,江美琳,你快进来吧。,51,1,216,TRUE
1694,江美琳,青青在房间里，,51,-1,216,FALSE
1695,江美琳,你先去找她玩一会儿，,51,-1,216,FALSE
1696,江美琳,一会儿再出来吃饭。,51,-1,216,FALSE
1697,许野,谢谢阿姨，,51,5,216,FALSE
1698,江美琳,快去吧，,51,-1,217,TRUE
1699,陈青青,进来吧。,51,2,217,FALSE
1700,许野,好香啊，,51,-1,217,FALSE
1701,陈青青,你又胡说，哪有什么味道？,51,-1,218,TRUE
1702,许野,青青，,51,-1,218,FALSE
1703,许野,你妈对我越来越好了，,51,-1,218,FALSE
1704,许野,她是不是把我当女婿了呀？,51,-1,218,FALSE
1705,陈青青,刚说完，,51,1,218,FALSE
1706,陈青青,你又胡说，,51,1,218,FALSE
1707,陈青青,你又胡说，,51,1,218,FALSE
1708,陈青青,你又胡说是不是，你又胡说是不是，哈哈哈哈。,51,1,218,FALSE
1709,陈寒松,美琳，青青呢，,51,-1,218,FALSE
1710,陈寒松,她终于回来了，,51,-1,218,FALSE
1711,江美琳,你来得正好，他们在房间里，快叫他们吃饭。,51,0,219,TRUE
1712,陈寒松,他们？,51,-1,219,FALSE
1713,江美琳,对啊，他们。,51,0,220,TRUE
1714,陈寒松,许野啊？,51,0,220,FALSE
1715,陈青青,让你胡说，,52,0,221,TRUE
1716,陈青青,别胡说，,52,0,221,FALSE
1717,陈青青,你又挠我。,52,0,221,FALSE
1718,陈青青,你耍流氓，,52,-1,221,FALSE
1719,许野,你在上面到底是谁耍流氓，,52,-1,221,FALSE
1720,陈青青,裤子里有什么东西啊？,52,0,222,TRUE
1721,陈青青,顶到我了。,52,1,222,FALSE
1722,许野,还不都是因为你造成的,52,-1,222,FALSE
1723,陈青青,明明是你先挑的头啊。,52,-1,223,TRUE
1724,许野,好好好，,52,1,223,FALSE
1725,许野,都是我，,52,1,223,FALSE
1726,许野,我负责。,52,1,223,FALSE
1727,陈寒松,青青，爸爸来了，出来吃饭！,52,-1,223,FALSE
1728,陈青青,该去吃饭了。,52,0,223,FALSE
1729,许野,不行，,52,-1,223,FALSE
1730,许野,我得缓一缓，,52,-1,223,FALSE
1731,陈青青,你耍流氓。,52,1,223,FALSE
1732,江美琳,来小许多吃点菜，,52,0,223,FALSE
1733,许野,谢谢阿姨哇，,52,0,223,FALSE
1734,江美琳,都尝尝，尝尝我最拿手的糖醋里脊。,52,0,223,FALSE
1735,许野,这种糖醋里脊特别好吃，,52,0,223,FALSE
1736,许野,还有这个汤也特别鲜，,52,0,223,FALSE
1737,许野,红烧肉也不腻的，,52,0,223,FALSE
1738,江美琳,好吃就多吃点以后呀，,52,1,224,TRUE
1739,江美琳,欢迎你常来。,52,1,224,FALSE
1740,许野,一定常来，阿姨。,52,0,224,FALSE
1741,陈寒松,凭什么我一个人来的时候，,52,0,224,FALSE
1742,陈寒松,吃的是土豆丝炒姜丝，,52,0,224,FALSE
1743,陈寒松,他来了就吃这么好。,52,0,224,FALSE
1744,江美琳,干嘛，不吃就滚一边去。,52,1,225,TRUE
1745,江美琳,来多吃点儿。,52,1,225,FALSE
1746,江美琳,哎，,52,1,225,FALSE
1747,江美琳,青青，,52,1,225,FALSE
1748,江美琳,你怎么不吃肉呀，,52,1,225,FALSE
1749,江美琳,多吃一点儿尝尝红烧肉。,52,1,225,FALSE
1750,陈寒松,你跟我来一下，,53,1,225,FALSE
1751,陈寒松,我有事儿跟你聊。,53,1,225,FALSE
1752,许野,放心吧，,53,1,225,FALSE
1753,许野,没事哈。,53,1,225,FALSE
1754,陈寒松,你对付女人那一套在我这儿是没有用的。,53,0,225,FALSE
1755,陈寒松,你想都别想跟我女儿在一起，,53,0,225,FALSE
1756,陈寒松,我女儿不是你能高攀得起的。,53,0,225,FALSE
1757,许野,陈叔叔，,53,0,225,FALSE
1758,许野,这件事情您说的好像不算吧，,53,0,225,FALSE
1759,许野,江阿姨很支持我和青青在一起啊。,53,0,225,FALSE
1760,陈寒松,她是被你糊弄了。,53,1,226,TRUE
1761,陈寒松,我知道你看上青青就是看上了他的钱，,53,0,226,FALSE
1762,陈寒松,我们做笔交易吧，,53,0,226,FALSE
1763,陈寒松,我给你一笔钱，,53,0,226,FALSE
1764,陈寒松,跟我女儿分手怎么样，,53,0,226,FALSE
1765,许野,多少钱啊？,53,0,226,FALSE
1766,陈寒松,一百万,53,1,227,TRUE
1767,陈寒松,小子，我警告你,53,1,227,FALSE
1768,陈寒松,别太贪心了。,53,1,227,FALSE
1769,陈寒松,陈叔叔，,53,0,227,FALSE
1770,陈寒松,我给您一千万，,53,0,227,FALSE
1771,陈寒松,你以后能不能不要再管我和青青之间的事情了，,53,0,227,FALSE
1772,陈寒松,一千万你拿得出来吗？,53,0,227,FALSE
1773,陈寒松,嗯？,54,3,227,FALSE
1774,陈寒松,这么多钱啊，,54,-1,227,FALSE
1775,陈寒松,你哪儿来的？,54,-1,227,FALSE
1776,许野,当然是挣来的，,54,0,227,FALSE
1777,陈寒松,不可能你一个大学生凭什么挣这么多钱？,54,-1,227,FALSE
1778,许野,在我上大学的第一个月，,54,0,228,TRUE
1779,许野,我就在学校开了一家水果店，,54,0,228,FALSE
1780,许野,收益还不错。,54,0,228,FALSE
1781,许野,后续我又开了一家公司，,54,1,228,FALSE
1782,许野,参与了一些投资，,54,1,228,FALSE
1783,许野,将挣的钱全部投入到股市。,54,1,228,FALSE
1784,许野,陈叔叔，您是银行的行长，,54,0,228,FALSE
1785,许野,您应该知道，,54,0,228,FALSE
1786,许野,从暑假开始，,54,0,228,FALSE
1787,许野,a 股的股市一直在涨，,54,0,228,FALSE
1788,许野,我还挺幸运的，,54,0,228,FALSE
1789,许野,买的股票都涨停了。,54,0,228,FALSE
1790,陈寒松,一个十八九岁的大学生开水果店开公司，又炒股，,54,0,229,TRUE
1791,陈寒松,不到半年就赚了一千多万。,54,0,229,FALSE
1792,陈寒松,这可能吗？,54,0,229,FALSE
1793,许野,陈叔叔，,54,0,229,FALSE
1794,许野,我知道你一直看不起我，,54,0,229,FALSE
1795,许野,但是说不定在未来的某一天，,54,0,229,FALSE
1796,许野,当我出现在银行门口，,54,0,229,FALSE
1797,许野,您看到我的时候也会点头哈腰得迎接我进去的，,54,0,229,FALSE
1798,许野,要不我们打个赌？,54,0,229,FALSE
1799,陈寒松,赌什么？,54,-1,229,FALSE
1800,许野,如果在一年之内我能赚够一个亿的话，,54,0,230,TRUE
1801,许野,您答应我一件事情，,54,0,230,FALSE
1802,许野,反之，,54,0,230,FALSE
1803,许野,我答应您一件事情，,54,0,230,FALSE
1804,陈寒松,什么事儿？,54,2,230,FALSE
1805,许野,我现在还没想好，,54,0,230,FALSE
1806,许野,到时候再说吧，,54,0,230,FALSE
1807,许野,我先走了，,54,0,230,FALSE
1808,江美琳,你刚才又跟小许说什么了，,55,-1,230,FALSE
1809,江美琳,小许刚才一出来就说有事情回家了，,55,-1,230,FALSE
1810,陈寒松,你知道许野现在有多少钱吗？,55,0,231,TRUE
1811,江美琳,我不知道,55,0,231,FALSE
1812,陈寒松,他不到半年时间就挣了一千多万，,55,0,232,TRUE
1813,陈寒松,之前啊确实是我小看他了，,55,0,232,FALSE
1814,陈寒松,也看错他了。,55,0,232,FALSE
1815,江美琳,哼，那你现在是不反对青青和他交往了？,55,0,232,FALSE
1816,陈寒松,这一个毫无背景的普通大学生，这短短不到半年的时间就挣了一千多万。,55,0,233,TRUE
1817,陈寒松,这说给别人听啊，,55,0,233,FALSE
1818,陈寒松,那都不是简简单单的优秀了，,55,0,233,FALSE
1819,陈寒松,这得叫人中龙凤啊。,55,0,233,FALSE
1820,江美琳,我也一直觉得小许这个孩子不简单，,55,0,233,FALSE
1821,江美琳,他才刚上大学，,55,0,233,FALSE
1822,江美琳,就有一大堆女生要加他呢！,55,0,233,FALSE
1823,陈寒松,一大堆女生啊？这小子在学校也这么吃香啊，,55,0,233,FALSE
1824,陈寒松,他该不会做出对不起青青的事儿吧。,55,0,233,FALSE
1825,陈寒松,像他这样的年轻人又取得这么高的成就，,55,0,233,FALSE
1826,陈寒松,那肯定抵挡不住外边的诱惑呀。,55,0,233,FALSE
1827,江美琳,哼，你以为小许跟你一样啊？,55,0,233,FALSE
1828,陈寒松,我我只是忙于工作，,55,0,234,TRUE
1829,陈寒松,从不在外面沾花惹草,55,0,234,FALSE
1830,江美琳,不行，,55,0,234,FALSE
1831,江美琳,许野这太优秀了，,55,0,234,FALSE
1832,江美琳,得叫青青把她看紧点。,55,0,234,FALSE
1833,陈寒松,青青在外边呢嗯，我得找青青好好聊聊。,55,1,234,FALSE
1834,陈寒松,青青啊，,56,0,234,FALSE
1835,陈寒松,爸爸想跟你聊一下，,56,0,234,FALSE
1836,陈寒松,你跟许野的事儿。,56,0,234,FALSE
1837,陈寒松,你跟许野的事儿，,56,0,234,FALSE
1838,陈寒松,爸爸以后再不管了，,56,0,234,FALSE
1839,陈寒松,你从小到大都是个聪明的孩子，,56,0,234,FALSE
1840,陈寒松,爸爸相信你会有自己的判断。,56,0,234,FALSE
1841,陈寒松,我只是说不管了啊，,56,1,234,FALSE
1842,陈寒松,没答应你们在一起啊。,56,1,234,FALSE
1843,陈寒松,学校放假了，,56,0,234,FALSE
1844,陈寒松,就早点回来，,56,0,234,FALSE
1845,陈寒松,我和你妈商量了，,56,0,234,FALSE
1846,陈寒松,今年过年看能不能吃个团圆饭，,56,0,234,FALSE
1847,陈寒松,你在学校啊，,56,0,234,FALSE
1848,陈寒松,没事，也得回回爸爸的消息啊，,56,0,234,FALSE
1849,陈寒松,要不然爸爸总会担心你的。,56,0,234,FALSE
1850,陈寒松,好了好了，,56,1,234,FALSE
1851,陈寒松,别哭了啊。,56,1,234,FALSE
1852,许野,你爸，,56,-1,234,FALSE
1853,许野,他走了，,56,-1,234,FALSE
1854,许野,呐，把眼泪擦干净，,56,-1,234,FALSE
1855,许野,我可以假装没看见。,56,-1,234,FALSE
1856,陈青青,可是你已经看见了。,56,1,234,FALSE
1857,陈青青,可是你已经看见了，,57,-1,234,FALSE
1858,许野,我都说了是假装没看见嘛。,57,1,234,FALSE
1859,许野,你爸都跟你聊什么了呀？,57,0,234,FALSE
1860,陈青青,不告诉你。,57,1,234,FALSE
1861,许野,你知道你爸跟我说什么了吗？,57,0,235,TRUE
1862,陈青青,你跟他聊了什么？,57,0,235,FALSE
1863,许野,你爸他说让我当你男朋友。,57,-1,236,TRUE
1864,陈青青,许野你混蛋，我才不要当你女朋友。,57,-1,236,FALSE
1865,许野,哎，,57,0,236,FALSE
1866,许野,你现在可迟了，,57,0,236,FALSE
1867,许野,这你爸妈，,57,0,236,FALSE
1868,许野,我爸妈，现在全天下人都知道咱们在谈恋爱了，,57,0,236,FALSE
1869,许野,你现在想后悔来不及了。,57,0,236,FALSE
1870,陈青青,那我不管。,57,1,236,FALSE
1871,许野,不管，由不得你。,57,1,236,FALSE
1872,陈青青,许野，住手，住手。,57,-1,236,FALSE
1873,许野,青青能答应我一件事情吗？,57,1,236,FALSE
1874,陈青青,什么事儿，,57,-1,236,FALSE
1875,许野,以后你不开心了。,57,1,237,TRUE
1876,许野,第一时间给我打电话。,57,1,237,FALSE
1877,陈青青,为什么？,57,8,237,FALSE
1878,许野,因为我就能以最快的速度出现在你面前，,57,0,238,TRUE
1879,许野,哄你开心。,57,0,238,FALSE
1880,陈青青,我才不好哄呢。,57,1,238,FALSE
1881,许野,我办法可多着呢，,57,0,238,FALSE
1882,陈青青,那是不是别的女孩不开心了，,57,0,238,FALSE
1883,陈青青,你也会这么哄她们，,57,0,238,FALSE
1884,许野,当然不会了。,57,1,239,TRUE
1885,许野,我只想让陈青青一个人开心，,57,1,239,FALSE
1886,许野,这全世界，,57,1,239,FALSE
1887,许野,我只想对陈青青一个人好。,57,1,239,FALSE
1888,许野,陈青青。,57,0,239,FALSE
1889,许野,陈青青。,57,0,239,FALSE
1890,许野,陈青青。,57,0,239,FALSE
1891,许野,陈青青青青青青青青。,57,0,239,FALSE
1892,许野,行了，,58,0,239,FALSE
1893,许野,你们都别送了，,58,0,239,FALSE
1894,许野,一会儿有车接我们去车站，,58,0,239,FALSE
1895,许向东,儿子没人送，,58,0,239,FALSE
1896,许向东,就自己去吧。,58,0,239,FALSE
1897,张虹,爱你。,58,-1,239,FALSE
1898,许野,爱你给你准备了礼物就放床头了。,58,0,239,FALSE
1899,许向东,行了行了，马屁精。,58,0,240,TRUE
1900,许野,老许啊，也给你准备礼物了。,58,-1,240,FALSE
1901,许向东,好儿子有空记得给家里打电话啊，,58,-1,240,FALSE
1902,许野,走了爸，,58,-1,241,TRUE
1903,许野,走了妈。,58,-1,241,FALSE
1904,许野,拜拜回去吧。,58,1,241,FALSE
1905,许向东,这小子不会真被包养了吧，,58,-1,241,FALSE
1906,张虹,说什么呢？,58,0,241,FALSE
1907,许向东,我这是对他的认可，,58,0,241,FALSE
1908,许向东,你不懂哎，,58,0,241,FALSE
1909,张虹,孩子收的礼物在哪儿呢？,58,0,242,TRUE
1910,张虹,你看，哎呦。,58,0,242,FALSE
1911,许向东,我说什么来着，,58,0,242,FALSE
1912,许向东,是不是被包养了？,58,0,242,FALSE
1913,秦志伟,许野，,58,-1,243,TRUE
1914,秦志伟,你真的要做大学无人售货机吗？,58,-1,243,FALSE
1915,秦志伟,这个投资可不小，,58,-1,243,FALSE
1916,许野,投资的收益也会大。,58,1,244,TRUE
